	mean_sigma	alpha	beta	prior_sigma	Y_mean	X_mean	symbols
ENSG00000003402	0.8439874416635199	8.292549575327861	1.595028669247347	0.3876214139952271	101.456696	25.0	CFLAR
ENSG00000003436	0.7994759981571857	7.743938109847517	2.0797050998525517	0.3185967573388725	53.44656	25.0	TFPI
ENSG00000003509	0.7865746464091388	7.91344334117649	2.148838309258318	0.2794319741978382	16.804873	25.0	NDUFAF7
ENSG00000003756	0.8748869868480948	8.131634777627642	1.2092294463675068	0.5036982038225761	316.4377	25.0	RBM5
ENSG00000003987	0.2890214515812673	4.606391287907896	11.449156458013578	0.2019803395923752	1.5225239	21.126984126984127	MTMR7
ENSG00000003989	0.6937454158283622	7.756668119363555	3.411784559995873	0.2633822615994001	12.683904	24.73015873015873	SLC7A2
ENSG00000004059	0.8592099782240145	8.195938649780473	1.3223409922439548	0.4275889110797501	130.64536	25.0	ARF5
ENSG00000004139	0.7490278079198035	7.792584995844593	2.5283900339310077	0.2497582310008539	7.4072204	24.96825396825397	SARM1
ENSG00000004142	0.8388065961875545	7.676344617511659	1.503307211112852	0.4152986601988238	111.21371	24.984126984126984	POLDIP2
ENSG00000004399	0.8494438310916621	7.961275598515003	1.366835293317992	0.4330056240896297	174.22223	25.0	PLXND1
ENSG00000004455	0.8506594970314793	8.153181609437274	1.478744357236958	0.3845003155946047	96.85885	25.0	AK2
ENSG00000004468	0.5429555775821633	6.752657389596993	5.634370355833592	0.2315824433545902	4.8291025	24.38095238095238	CD38
ENSG00000004478	0.8433273941844985	7.997103240580589	1.502253293758094	0.4161630475245903	128.11954	25.0	FKBP4
ENSG00000004487	0.8450404122692746	8.158650592857247	1.492083244590106	0.4062413074583923	97.39083	25.0	KDM1A
ENSG00000004534	0.8768482359995914	8.916009502691193	1.2652224597611197	0.473982864755554	303.80887	25.0	RBM6
ENSG00000004660	0.7599761570992183	7.536653141429239	2.331108623752894	0.2877947177789418	22.208513	24.984126984126984	CAMKK1
ENSG00000004700	0.8080295680106344	8.18084054539891	1.8560164460744215	0.3260181892952099	31.717163	25.0	RECQL
ENSG00000004766	0.8089964375359001	7.806824964617147	1.871344284769708	0.3117593278907311	33.01224	25.0	VPS50
ENSG00000004776	0.7653161466703754	8.1433277837264	2.498406365757003	0.2913067285896453	46.1935	24.984126984126984	HSPB6
ENSG00000004777	0.8009929816029631	8.256278723336845	2.099651004604333	0.3179327042122352	44.336845	24.984126984126984	ARHGAP33
ENSG00000004779	0.8449651610330788	8.408384134849273	1.551857848277936	0.3753437785317471	78.30883	25.0	NDUFAB1
ENSG00000004799	0.8463866024820247	8.402126795677054	1.5077577110711289	0.4128362151753029	215.20284	25.0	PDK4
ENSG00000004809	0.048215697392886	1.3302990938445156	26.407418861863626	0.1966281488737053	0.38541305	12.73015873015873	SLC22A16
ENSG00000004838	0.5224900670015907	6.7694079381382215	6.269404512710538	0.2136844089221059	13.150329	24.825396825396822	ZMYND10
ENSG00000004846	0.1096981055126502	2.478199434300308	19.69791141078753	0.1956897048379227	0.8771161	12.333333333333334	ABCB5
ENSG00000004848	0.1403658480980574	2.849153907232832	17.61531590406825	0.1834922961537513	0.7599548	12.063492063492063	ARX
ENSG00000004864	0.7985387515675179	8.25648029313827	2.002369510126948	0.2936585182653458	31.099195	24.984126984126984	SLC25A13
ENSG00000004866	0.8262939413988005	8.253626245939623	1.7694485837601637	0.354175951694588	44.616737	25.0	ST7
ENSG00000004897	0.8146129028342812	8.102261590235846	1.868936359286029	0.3177951862492419	36.432106	24.984126984126984	CDC27
ENSG00000004939	0.1679413110229632	3.3241585819830264	16.087034976786857	0.187252451693975	10.015721	16.238095238095237	SLC4A1
ENSG00000004948	0.0679865466586628	1.7198252432283692	23.88221080278571	0.19163931536055	0.2491858	9.77777777777778	CALCR
ENSG00000004961	0.7878677539266747	7.7136564294795456	2.10166005830755	0.2998933666562752	15.520781	24.96825396825397	HCCS
ENSG00000004975	0.8249924302219791	8.141067877458433	1.7799199826313394	0.3484121202850088	46.660686	24.984126984126984	DVL2
ENSG00000005001	0.3729738803979441	5.696371092989188	9.222285983421417	0.2117877601613108	10.572375	20.53968253968254	PRSS22
ENSG00000005007	0.8417992783220659	7.921256633307156	1.4904792643007734	0.4148131206628084	118.93925	24.984126984126984	UPF1
ENSG00000005020	0.7753206263617833	7.747590416544181	2.2523116560746246	0.2887270450844481	21.067972	24.984126984126984	SKAP2
ENSG00000005022	0.8504263206822941	7.996965934776725	1.4158976981374898	0.4221850675785937	157.66376	24.984126984126984	SLC25A5
ENSG00000005059	0.7537604691396455	8.004522317969675	2.5992470639503766	0.2791044844330989	12.517083	24.96825396825397	MCUB
ENSG00000005073	0.1241910526101725	2.5753598030415024	18.576591893644085	0.1808373543481484	0.62962407	10.825396825396826	HOXA11
ENSG00000005075	0.826901414598922	7.332503971531347	1.5011057905857732	0.3870667204544726	85.252975	25.0	POLR2J
ENSG00000005100	0.7521456461603608	7.45127136732184	2.4525217677735114	0.2701755564356869	7.518766	24.952380952380956	DHX33
ENSG00000005102	0.3117213857826669	4.916092155481649	10.96980978987965	0.2067044532299987	1.9773338	19.015873015873016	MEOX1
ENSG00000005108	0.6339370248648202	7.292243262530299	4.346512237879924	0.2396065001563295	5.506842	24.6984126984127	THSD7A
ENSG00000005156	0.8044659075924101	8.220620493253561	1.9591596168382053	0.3196829934968722	29.54529	24.984126984126984	LIG3
ENSG00000005175	0.8015537057464761	7.420401221771684	1.8189331785175136	0.3181657957517296	25.903868	25.0	RPAP3
ENSG00000005187	0.6227825425622477	7.010077492924915	4.279361019542399	0.2601184310757533	20.117428	24.793650793650794	ACSM3
ENSG00000005189	0.7497729729327444	7.846348050514444	2.587642093770689	0.2507938932846064	11.770392	25.0	REXO5
ENSG00000005194	0.8125755496658655	8.050029061275321	1.810218455005373	0.3286932938973335	34.625435	25.0	CIAPIN1
ENSG00000005206	0.8313965542653735	8.285593914798232	1.6073239578167624	0.3723455486471835	85.82683	24.984126984126984	SPPL2B
ENSG00000005238	0.8142288104787866	7.931432225051728	1.8224224031996712	0.3053187450337277	26.858227	25.0	ATOSB
ENSG00000005243	0.8079804284964333	8.016269673702533	1.8647628943130183	0.3342569329832164	54.04425	24.984126984126984	COPZ2
ENSG00000005249	0.7547623164062051	7.66967511236692	2.5211879307877694	0.2842691396782683	27.892006	24.984126984126984	PRKAR2B
ENSG00000005302	0.8065802757493469	7.521093005367573	1.7689508898711883	0.3300174051553241	30.617962	24.984126984126984	MSL3
ENSG00000005339	0.8381269426207044	7.899487376081159	1.5897726714902631	0.3901275790960369	76.64465	25.0	CREBBP
ENSG00000005379	0.8285551828938962	8.324841115082394	1.753619028162713	0.3329418367297141	68.632645	24.984126984126984	TSPOAP1
ENSG00000005381	0.1905964817661681	3.5245250959834613	15.230813336123346	0.2229249775665493	2.2789607	21.07936507936508	MPO
ENSG00000005421	0.2151968669303077	3.843254361303284	14.129593227418246	0.2044927711047829	16.98421	19.73015873015873	PON1
ENSG00000005436	0.7964617951702354	7.697053341691344	1.9681421761320133	0.3184086681196046	22.800653	25.0	GCFC2
ENSG00000005448	0.7760366865950811	7.969003267828	2.188167292670286	0.2848756058441019	22.190182	25.0	WDR54
ENSG00000005469	0.7870211236310455	7.449685889204912	2.057699983242052	0.3097507416492797	26.535248	24.984126984126984	CROT
ENSG00000005471	0.6355580694890809	7.466432936947045	4.330856060576014	0.2458891991776332	12.988702	24.904761904761905	ABCB4
ENSG00000005483	0.8250685379269659	7.760830862922273	1.6099560172539888	0.3736079797022498	67.192955	25.0	KMT2E
ENSG00000005486	0.8147613698869136	8.381842418334998	1.948478685105983	0.3276889777757	43.019234	25.0	RHBDD2
ENSG00000005513	0.2770415380186339	4.447336822178035	11.68823499426156	0.198468331602415	1.6242588	22.142857142857142	SOX8
ENSG00000005700	0.8132259114020259	7.610258629620776	1.709148957744972	0.3728893487031229	52.998898	25.0	IBTK
ENSG00000005801	0.7539079074178279	7.943213652613148	2.544950042368576	0.264119902171432	6.3896275	24.984126984126984	ZNF195
ENSG00000005810	0.8523919297148014	8.21443736747634	1.3931819420524194	0.4156545235521021	134.14902	25.0	MYCBP2
ENSG00000005812	0.786395710177846	8.074824639884675	2.2127035852889403	0.2870775964081267	13.986221	24.984126984126984	FBXL3
ENSG00000005844	0.7401318384168589	7.510899533417063	2.7004361199296616	0.2770238252780973	32.157757	25.0	ITGAL
ENSG00000005882	0.8333159748524265	7.745466731989989	1.5281969040249332	0.3706197965653847	79.583595	24.984126984126984	PDK2
ENSG00000005884	0.8414121537470107	8.20146809174752	1.585829735826679	0.3997029387632114	157.1049	24.984126984126984	ITGA3
ENSG00000005889	0.7436650775546838	7.62776058818021	2.677028362601769	0.2651682662619329	6.8988214	24.952380952380956	ZFX
ENSG00000005893	0.8366475460940277	8.322139686772596	1.6082918100809689	0.3901725807970663	87.83816	25.0	LAMP2
ENSG00000005961	0.6188058574407406	7.254184946254058	4.397707018074507	0.2438162144480017	11.193925	24.873015873015877	ITGA2B
ENSG00000005981	0.1013195739056672	2.2599979928726683	20.54487178418521	0.1951168887851636	1.4183853	15.015873015873016	ASB4
ENSG00000006007	0.8001497747748474	7.6708198984602545	1.8990369187139864	0.3292341468747828	32.28546	25.0	GDE1
ENSG00000006015	0.8315262001231113	8.070126971818395	1.6242933598896738	0.3460973128326045	47.658943	25.0	REX1BD
ENSG00000006016	0.7175274708273808	7.544953531558684	3.132716916599051	0.2725349062696237	31.96061	24.80952380952381	CRLF1
ENSG00000006025	0.7970762126210645	8.302942385009604	2.059703197459448	0.3025920362555462	39.945618	24.984126984126984	OSBPL7
ENSG00000006042	0.8047739277368611	7.482452625247246	1.828948067187989	0.3401659942655117	51.696136	24.952380952380956	TMEM98
ENSG00000006047	0.5711155281754868	7.18007191251188	5.367292065033698	0.2520354833672534	18.111282	24.61904761904762	YBX2
ENSG00000006059	0.0471481193255842	1.2840070656220657	26.894321063324156	0.1837876775918744	2.4140995	8.984126984126984	KRT33A
ENSG00000006062	0.7993685696176885	8.307368813158641	2.05064747128665	0.2944373927140325	20.44833	24.984126984126984	MAP3K14
ENSG00000006071	0.622784163019873	7.220392394809155	4.3539524746641	0.2527862133202331	35.839474	24.63492063492064	ABCC8
ENSG00000006116	0.1121238272795454	2.389674400023893	19.31923855761535	0.1835313044486321	1.3572488	6.555555555555555	CACNG3
ENSG00000006118	0.7281502719386506	7.529059339247363	2.7636345061136134	0.2726139060953023	20.97969	24.873015873015877	TMEM132A
ENSG00000006125	0.853727211676166	7.874256174720895	1.3693436044186582	0.4204609396215437	123.019745	24.984126984126984	AP2B1
ENSG00000006128	0.4475796887258106	6.407514206424803	7.674388058254832	0.2264251219303332	12.637236	22.38095238095238	TAC1
ENSG00000006194	0.7530253240606782	7.801482720131851	2.5940649472357418	0.2502519172691996	6.079994	25.0	ZNF263
ENSG00000006210	0.7029763935571065	7.560072955622809	3.13664716575552	0.2608256797747572	13.526444	24.857142857142858	CX3CL1
ENSG00000006282	0.8449672996402082	7.8225935268335025	1.5081602838654142	0.3934158513535497	124.53976	24.984126984126984	SPATA20
ENSG00000006283	0.4720712586707421	6.442447548988039	7.209276270583241	0.2119335506781045	7.374895	23.3015873015873	CACNA1G
ENSG00000006327	0.7661287533805272	7.666722022708134	2.3373873310073194	0.3036468281778927	29.46364	24.96825396825397	TNFRSF12A
ENSG00000006377	0.0923507733307936	2.116793865460833	21.35536890740085	0.1857768596501095	0.2713316	12.095238095238097	DLX6
ENSG00000006432	0.5161211665209622	6.759417313777539	6.484423638932968	0.2204454772263711	2.453218	24.23809523809524	MAP3K9
ENSG00000006451	0.7827928965387263	7.56342184832596	2.015939358571374	0.2895957136385412	16.533295	24.984126984126984	RALA
ENSG00000006453	0.7690508169308089	7.878720267150892	2.3640313778044963	0.2932279464922179	32.233555	25.0	BAIAP2L1
ENSG00000006459	0.771663755399076	7.942330641623952	2.30343613969196	0.2822472516327118	12.47575	25.0	KDM7A
ENSG00000006468	0.7052803976541867	7.620773687445889	3.2605710326163018	0.2578992144581568	12.4945755	24.873015873015877	ETV1
ENSG00000006530	0.7979055986101674	7.612874942750303	1.914606792401365	0.3097204804441367	24.467798	24.984126984126984	AGK
ENSG00000006534	0.7544300038378224	8.098818931533257	2.613150927577752	0.2663434132967484	18.694807	25.0	ALDH3B1
ENSG00000006555	0.4185612441767547	5.906148874562644	8.059024818791038	0.2273093514243944	7.5727415	21.73015873015873	TTC22
ENSG00000006576	0.7730864404682259	7.67003671205256	2.29972906342893	0.2707124719529584	10.583108	24.984126984126984	PHTF2
ENSG00000006606	0.1551287817972471	3.1421097303462666	17.096163536025244	0.1961590087896523	0.6291567	20.015873015873016	CCL26
ENSG00000006607	0.8118735381918344	7.807875012765604	1.8583170380313532	0.3187600152308038	32.19301	24.984126984126984	FARP2
ENSG00000006611	0.4390935822473365	6.085273787842473	7.615505677986184	0.199214449126194	31.08882	22.984126984126984	USH1C
ENSG00000006625	0.7877984271859115	7.62321384915491	2.0763077653006903	0.2920589840699149	19.365662	25.0	GGCT
ENSG00000006634	0.7117107370419554	7.571458550820384	2.9537532192531226	0.2417552984018121	4.6878185	24.96825396825397	DBF4
ENSG00000006638	0.4135850245069464	5.943712528078118	8.397453846920271	0.2175983256176633	3.9663231	24.09523809523809	TBXA2R
ENSG00000006652	0.8327156249059139	8.305557363114026	1.705684685218668	0.3643744260772019	73.077156	25.0	IFRD1
ENSG00000006659	0.0053085484817893	0.1650852694516732	29.331489720894663	0.1816936498343136	0.012739078	1.8253968253968251	LGALS14
ENSG00000006695	0.7452958238180277	7.843308181026703	2.725580979023275	0.2464878543878234	5.654331	24.984126984126984	COX10
ENSG00000006704	0.8159080999013153	7.766904803046953	1.7039672650318811	0.3490726728095884	61.645367	24.984126984126984	GTF2IRD1
ENSG00000006712	0.8413239543230311	7.868286969125162	1.4618873885407957	0.4308915877745061	117.00857	24.984126984126984	PAF1
ENSG00000006715	0.828699242344265	8.031392958514829	1.6287789796898158	0.3726966821604437	65.407715	25.0	VPS41
ENSG00000006740	0.7487282091571503	7.880194950681804	2.62205618970815	0.2571941215913001	21.125599	24.873015873015877	ARHGAP44
ENSG00000006744	0.8457444153446529	8.062081506759135	1.4416178993247415	0.4034614687146226	115.08419	24.984126984126984	ELAC2
ENSG00000006747	0.6322616893949926	7.35610430869579	4.439863822023577	0.243587425868602	22.558554	24.31746031746032	SCIN
ENSG00000006756	0.7485994432562205	7.696513086592333	2.642939661789255	0.2711698337703865	12.030399	24.96825396825397	ARSD
ENSG00000006757	0.7763873591193781	8.019418889086861	2.22107530545423	0.2955806504047102	18.129545	24.984126984126984	PNPLA4
ENSG00000006788	0.0908458839702605	2.122315011038764	20.90053979190034	0.1900594368923551	1.3990855	16.158730158730158	MYH13
ENSG00000006831	0.7979493470961984	7.995337062866409	2.010959463216598	0.3214465200068521	28.45468	25.0	ADIPOR2
ENSG00000006837	0.2484636679433931	4.141096691709365	12.590988513371244	0.2038740226363978	0.5776024	23.84126984126984	CDKL3
ENSG00000007001	0.234064706578007	3.9746701175039534	13.000725634309426	0.1922768888295638	1.3762228	19.11111111111111	UPP2
ENSG00000007038	0.1537418316286202	3.2708742924099288	18.07461505354529	0.1897063036114804	1.8261478	17.984126984126984	PRSS21
ENSG00000007047	0.8178128122551154	8.01461374928152	1.79436591886193	0.3620139023306269	51.376644	24.984126984126984	MARK4
ENSG00000007062	0.6586604434372394	7.472665131599546	3.9583318564310135	0.2425057966046477	34.50127	24.65079365079365	PROM1
ENSG00000007080	0.8319402590090473	8.276530725740336	1.6867463813080936	0.3503170880170784	54.50705	24.984126984126984	CCDC124
ENSG00000007129	0.3872255753523233	5.809170135088022	9.282905792445336	0.2257165561989134	2.4799926	23.92063492063492	CEACAM21
ENSG00000007168	0.826252630944274	7.990441512732457	1.6460423028685902	0.3763098997191896	70.14882	24.984126984126984	PAFAH1B1
ENSG00000007171	0.528580242614207	6.618053391397773	6.059607469709167	0.2251936369398116	5.8370247	24.49206349206349	NOS2
ENSG00000007174	0.3868618973692837	5.635883683775412	9.044702071073988	0.2212695600285485	5.2549033	22.26984126984127	DNAH9
ENSG00000007202	0.8633529850539268	8.189153553823118	1.3542398737143846	0.4444836564178298	180.47993	24.984126984126984	BLTP2
ENSG00000007216	0.1816009130590632	3.365347461461295	15.09981861497347	0.1907713867097628	10.60841	13.46031746031746	SLC13A2
ENSG00000007237	0.7710531991235168	8.119889259699992	2.39040485378615	0.2944693884063444	32.616848	24.984126984126984	GAS7
ENSG00000007255	0.794465826666062	7.860280860331312	1.9791840487223316	0.3116398991189126	28.42356	24.984126984126984	TRAPPC6A
ENSG00000007264	0.664440296908667	7.472117012273614	3.831350431921252	0.2429388376861681	14.80109	24.904761904761905	MATK
ENSG00000007306	0.1078509354733074	2.252922896274779	19.215592980847543	0.1909558414405979	33.97752	12.968253968253968	CEACAM7
ENSG00000007312	0.5811898444142612	6.984765227799319	5.066913068603964	0.2465972881761501	6.9051385	24.714285714285715	CD79B
ENSG00000007314	0.2928950273818802	4.7347925390603045	11.069128427433933	0.2185146263880064	6.334682	22.96825396825397	SCN4A
ENSG00000007341	0.7816473103440378	7.960324906261966	2.10613959214921	0.2865249967066471	16.993608	25.0	ST7L
ENSG00000007350	0.2229173111043985	4.092453866406706	14.247351041758884	0.2144379083252479	4.7269936	21.31746031746032	TKTL1
ENSG00000007372	0.23190232864118	4.003298269656161	13.233444882178564	0.1824598271700932	7.85649	18.26984126984127	PAX6
ENSG00000007376	0.775010101698738	7.763344370405043	2.287420076395272	0.2505316225651255	7.891977	24.984126984126984	RPUSD1
ENSG00000007384	0.8239849169560144	7.965705013964565	1.7087422090880833	0.3638297380979269	88.83553	25.0	RHBDF1
ENSG00000007392	0.8455245524975811	7.883535108582077	1.4186667115114668	0.3942644562146447	146.96062	25.0	LUC7L
ENSG00000007402	0.7560001553654049	7.990414010616848	2.501945653862064	0.2679920387392327	47.764652	24.96825396825397	CACNA2D2
ENSG00000007516	0.80227945548716	8.440035513948354	2.043546509026296	0.2998184764915991	59.397537	25.0	BAIAP3
ENSG00000007520	0.8194494866299246	8.147027176651788	1.79019577192556	0.3558084181019519	46.941105	25.0	TSR3
ENSG00000007541	0.8309794365284887	7.957019402027142	1.6195578817165668	0.3736769213658914	67.72392	25.0	PIGQ
ENSG00000007545	0.7770631353948487	7.900381967294257	2.301480903499967	0.2819790757673551	18.300041	24.984126984126984	CRAMP1
ENSG00000007866	0.8068376534279433	7.8829265172187695	1.8678218808658675	0.3481605769987019	85.9264	24.984126984126984	TEAD3
ENSG00000007908	0.491080918262063	6.680598286724895	7.0881625821963	0.2463773142583408	13.683692	23.365079365079364	SELE
ENSG00000007923	0.825757423427665	7.969874586308357	1.684589066882023	0.3735472004995726	66.36511	25.0	DNAJC11
ENSG00000007933	0.5622421031184225	7.09032449255739	5.5710919236083845	0.2422713681757153	19.477268	24.50793650793651	FMO3
ENSG00000007944	0.7782393167636783	7.653136721915541	2.1513396055346043	0.283581204553046	17.451479	24.984126984126984	MYLIP
ENSG00000007952	0.0767501799552774	1.867436228068372	22.38368527517781	0.1866844321357138	5.0015035	11.857142857142858	NOX1
ENSG00000007968	0.1747642606431036	3.3243165508864645	15.515948273706872	0.2051700965348155	0.80256754	14.571428571428571	E2F2
ENSG00000008018	0.8579014983838138	8.082082101921426	1.365269952142422	0.4536923304748904	159.92944	25.0	PSMB1
ENSG00000008056	0.4332650671791745	6.031492145650077	7.802873052712656	0.2261015019641429	18.200445	24.682539682539684	SYN1
ENSG00000008083	0.7995339366028376	8.260008096811285	2.135808905721421	0.2938320300045323	18.540758	25.0	JARID2
ENSG00000008086	0.6415794415396862	7.24269070018744	4.066942864540815	0.2439057173133306	3.7325327	24.825396825396822	CDKL5
ENSG00000008118	0.3569251563984518	5.248643402395678	9.515240789960204	0.2069860779372693	4.9776716	21.80952380952381	CAMK1G
ENSG00000008128	0.8211858140160654	8.125432661495221	1.7563490418978724	0.3572561944174602	56.78237	25.0	CDK11A
ENSG00000008130	0.8380430560130053	8.264237338861864	1.576461631669403	0.3961611443702464	92.943794	25.0	NADK
ENSG00000008196	0.1851576624224294	3.4586777847498102	14.96406203413772	0.1877397390747175	3.3278003	12.07936507936508	TFAP2B
ENSG00000008197	0.0140299166244733	0.4481210353232202	31.757448578279565	0.1948112587591839	0.012217992	1.380952380952381	TFAP2D
ENSG00000008226	0.5857303619843539	6.97820223345297	4.892274533189817	0.2524476390946066	12.505469	24.61904761904762	DLEC1
ENSG00000008256	0.7878592154912886	7.944782850914392	2.166974042261644	0.3092827718878092	28.335655	24.984126984126984	CYTH3
ENSG00000008277	0.671031912980561	7.377728796485392	3.5654959357491367	0.2492156985485126	8.36949	24.825396825396822	ADAM22
ENSG00000008282	0.8235111314091923	8.131208260783618	1.7594594882931311	0.337814245383246	46.18179	25.0	SYPL1
ENSG00000008283	0.7712772497822425	7.657553863484214	2.267547300125327	0.2805861801931613	19.491356	24.984126984126984	CYB561
ENSG00000008294	0.8494476611173177	8.198576734134267	1.4789871724113135	0.4319119933152096	118.21129	24.984126984126984	SPAG9
ENSG00000008300	0.6637416507452747	7.711510157589228	3.818206277115313	0.2280628572014641	9.605505	24.88888888888889	CELSR3
ENSG00000008311	0.8075929245181546	7.798323802523623	1.8465475901390644	0.329784469282658	50.263527	25.0	AASS
ENSG00000008323	0.4627886597315498	6.1810254900394925	7.107979199333784	0.2496143241634398	17.259455	22.15873015873016	PLEKHG6
ENSG00000008324	0.7634614657877165	8.343416650871013	2.6504719085969666	0.2588481432268805	6.965634	24.984126984126984	SS18L2
ENSG00000008382	0.8235780879366922	7.982232780628998	1.6760151230992495	0.3431395060018766	42.141052	24.984126984126984	MPND
ENSG00000008394	0.8371844474295989	7.923372337491037	1.5254940216174244	0.3750954400445646	148.59071	25.0	MGST1
ENSG00000008405	0.7920858619037854	7.512890700928889	1.9943893360714595	0.3192346291197488	32.690334	25.0	CRY1
ENSG00000008438	0.0518286465377372	1.422053477216577	26.56469210553393	0.1903694468305579	0.91137034	11.444444444444445	PGLYRP1
ENSG00000008441	0.8405423364500917	7.805918108174631	1.5797099939007326	0.3743927135527533	81.24026	25.0	NFIX
ENSG00000008513	0.7752555279266079	7.938559824229268	2.328769955853406	0.2832460952832465	15.24783	25.0	ST3GAL1
ENSG00000008516	0.3906135397197435	5.848320600373105	9.237732543216715	0.233987438094494	9.105912	24.50793650793651	MMP25
ENSG00000008517	0.8474639224227652	7.736087916374174	1.3736628887694828	0.4239940184350038	275.07678	25.0	IL32
ENSG00000008710	0.8686681312318023	8.002371350686014	1.2794342441802418	0.4550894238979469	280.51657	25.0	PKD1
ENSG00000008735	0.6687696308468337	7.416630296697752	3.6244464051081873	0.2576914482496913	33.895264	24.952380952380956	MAPK8IP2
ENSG00000008838	0.8555614888094525	8.356494169599522	1.4382589211766423	0.4293470440552224	146.56734	24.984126984126984	MED24
ENSG00000008853	0.775283503203988	8.345176789805851	2.345890548970374	0.2711302871404463	24.739464	25.0	RHOBTB2
