	BayesTS	alpha	beta	prior_sigma	Y_mean	X_mean	Z_mean	gene_symbol
ENSG00000181751	0.5317768579790128	7.810679773134683	6.980237071235412	0.5093501945306612	8.855532	21.06122448979592	2.5168539325842696	MACIR
ENSG00000163820	0.7388021099907502	9.5593542233139	3.3497445294541057	0.4899235505759445	21.81861	22.163265306122447	1.2696629213483146	FYCO1
ENSG00000277157	0.1202737099647414	2.588813973198684	19.033742119020733	0.5009640758334537	0.38098195	0.4693877551020408	1.550561797752809	H4C4
ENSG00000143156	0.6052459960962584	8.296898872372216	5.349966253982587	0.4894174530273942	9.770127	22.26530612244898	2.044943820224719	NME7
ENSG00000156795	0.6561167968411636	8.767080069015561	4.622742437214877	0.5000426475351749	8.898993	23.51020408163265	1.820224719101124	NTAQ1
ENSG00000106080	0.6466549192449891	8.26345998033285	4.457310913552693	0.5003304779065234	6.838064	19.97959183673469	1.404494382022472	FKBP14
ENSG00000078070	0.7924455409986174	9.904821652594048	2.636533889517096	0.4992219247900067	17.125538	24.428571428571427	0.8539325842696629	MCCC1
ENSG00000104833	0.3189409141224748	5.033911569444637	10.481687866560032	0.505287702409614	97.610794	10.346938775510203	2.606741573033708	TUBB4A
ENSG00000124120	0.634680896806419	8.444469939847249	4.693714961431792	0.5064350974490689	8.098347	21.571428571428573	1.449438202247191	TTPAL
ENSG00000079462	0.5926712527943859	8.401993941555117	5.806280824186176	0.4929287938837287	18.9331	22.775510204081638	2.359550561797753	PAFAH1B3
ENSG00000137090	0.0207839613020489	0.6273742814448471	28.81327248229113	0.496645091211665	0.889605	0.5102040816326531	2.9101123595505616	DMRT1
ENSG00000115380	0.6222391744349857	9.346289411478596	5.660063017382967	0.4945811440193122	143.23157	23.836734693877556	2.5842696629213484	EFEMP1
ENSG00000198105	0.6493358221861745	8.616951173624248	4.7249062283058425	0.5046491234806432	12.231107	22.571428571428573	1.752808988764045	ZNF248
ENSG00000099953	0.258965734207869	4.156183552974698	12.065219532541786	0.4971389004723376	6.2843533	8.510204081632653	2.764044943820225	MMP11
ENSG00000149507	0.020305273151026	0.6331108183015243	30.482444326215933	0.4956747869169627	0.57243526	0.5102040816326531	2.831460674157303	OOSP2
ENSG00000150477	0.3812404967272821	5.500913523166079	8.932438956218663	0.4946090965094665	2.6082702	7.897959183673469	1.5056179775280898	KIAA1328
ENSG00000172667	0.6312528635111659	8.595298448015527	5.070737630212329	0.5036988536690555	8.801848	22.59183673469388	1.6853932584269662	ZMAT3
ENSG00000261857	0.2312143602554881	4.026342621178478	13.105271486347796	0.4995436896880093	7.5127	8.061224489795919	2.8876404494382024	MIA
ENSG00000165929	0.5506267844388179	7.461009192613007	6.083237351797253	0.5081134322135501	14.394605	16.122448979591837	1.8876404494382024	TC2N
ENSG00000234284	0.3438144217996242	5.220438668126918	9.942619800692102	0.4930049722788807	2.3009586	6.040816326530612	1.6067415730337078	ZNF879
ENSG00000131876	0.84489299507513	11.270326015104038	2.0906798718455226	0.499641828316427	28.558727	24.836734693877556	0.7752808988764045	SNRPA1
ENSG00000162374	0.1540140968288663	2.931786801698616	16.31143626823193	0.5046483519389034	3.3387134	5.122448979591836	2.6741573033707864	ELAVL4
ENSG00000144045	0.1032273014384362	2.199022334812152	18.6783571529242	0.49565799358559	1.5800331	2.795918367346939	2.7191011235955056	DQX1
ENSG00000116748	0.0479071870454988	1.2773968548878498	24.85039869194826	0.4993699762093878	4.9786987	1.5714285714285714	2.898876404494382	AMPD1
ENSG00000196924	0.6836472726212699	10.503500119975495	4.840274738343594	0.4887171871530327	870.8062	25.0	2.3707865168539324	FLNA
ENSG00000110848	0.3288632687743084	5.265119990602441	10.849431492730252	0.5032706996849966	8.525077	12.06122448979592	2.853932584269663	CD69
ENSG00000162572	0.5124519333039798	7.584740413728936	7.288015699519584	0.4892762304809608	12.457704	21.3265306122449	2.7752808988764044	SCNN1D
ENSG00000165105	0.2488939841393621	3.951035360803955	12.028347517720391	0.5055304319002226	3.176954	5.714285714285714	1.7415730337078652	RASEF
ENSG00000120029	0.8010008008867602	10.48759193819666	2.5843344512608355	0.4906749648616111	17.744621	24.693877551020407	0.9438202247191012	ARMH3
ENSG00000110395	0.5296361380069704	7.767864199694044	6.877934041104275	0.500705624446371	9.453611	21.816326530612244	2.539325842696629	CBL
ENSG00000184014	0.6173925623928925	9.124141092965017	5.50947410336732	0.4939781783009235	45.889027	25.0	2.4831460674157304	DENND5A
ENSG00000188690	0.7032673580517962	9.229947755222826	3.921901555134528	0.5033512869754442	12.857407	24.551020408163264	1.696629213483146	UROS
ENSG00000167397	0.7183686837416544	10.172112918766151	4.076983897979135	0.5113113837389176	102.71705	25.0	1.8876404494382024	VKORC1
ENSG00000164919	0.8335195902250339	11.618073200235838	2.424617599202054	0.5019130748040336	84.72104	24.79591836734694	1.0337078651685394	COX6C
ENSG00000165338	0.6376924645313516	7.6102157298109905	4.390007532997301	0.4983319066249377	4.918163	15.244897959183673	1.0449438202247192	HECTD2
ENSG00000091583	0.0453129957955733	1.1957930616546315	25.21522728354413	0.4995930334637477	71.86947	1.6938775510204085	3.0	APOH
ENSG00000152894	0.5951090105920143	8.37797865885878	5.582990290551043	0.5035163031776397	12.228196	23.0	2.101123595505618	PTPRK
ENSG00000273513	0.0128237107858583	0.3974119998892899	30.37648062965302	0.4994236130249211	0.021004617	0.0	2.9213483146067416	TBC1D3K
ENSG00000081051	0.0117001940829179	0.3498394453856938	28.57093396716885	0.4942460267363945	0.09113632	0.1020408163265306	3.0	AFP
ENSG00000186020	0.596056060185509	8.18612723426649	5.499397754243572	0.5083636103269845	7.7802424	21.73469387755102	2.067415730337079	ZNF529
ENSG00000183346	0.1818321846411451	3.384691285858251	15.28158969404535	0.498482630111475	2.6466322	5.938775510204081	2.7191011235955056	CABCOCO1
ENSG00000219481	0.4841205766269957	6.839311997899278	7.328489672938417	0.4989969775391232	4.4622936	14.040816326530612	1.8314606741573036	NBPF1
ENSG00000096395	0.0115025877455895	0.3297578576707383	28.077417926179	0.5036703588043564	0.06947266	0.0	2.966292134831461	MLN
ENSG00000162069	0.3304369743650582	4.872559593002921	9.89725609324941	0.5076821849808676	15.223019	7.326530612244898	1.404494382022472	BICDL2
ENSG00000183722	0.586652326936378	8.509430315101854	5.959334448162965	0.4905955197562867	87.88172	24.40816326530612	2.898876404494382	LHFPL6
ENSG00000165525	0.8297102887961104	9.625733983930411	1.9573487659359776	0.5073673121284812	13.637976	23.959183673469383	1.1235955056179776	NEMF
ENSG00000169609	0.4884010932234606	6.992775166521421	7.296665079174758	0.5033457766343965	3.613399	14.79591836734694	1.8426966292134832	C15orf40
ENSG00000002587	0.1876064450632069	3.3991700665756848	14.640293878514344	0.4977529894227448	3.6185458	5.36734693877551	2.730337078651685	HS3ST1
ENSG00000060558	0.4007316486906837	6.226366236102496	8.992470337983674	0.4951589139417842	14.088974	14.448979591836734	2.3707865168539324	GNA15
ENSG00000103512	0.765723365358482	10.00340060896308	2.951058115029956	0.496992603555653	21.456333	24.612244897959183	1.2247191011235956	NOMO1
ENSG00000128016	0.7404848800101906	10.577984004405678	3.688388596664984	0.5000315157930879	613.9765	25.0	1.5730337078651686	ZFP36
ENSG00000166685	0.7808448187083012	10.241714075352542	2.807465639078567	0.504854195763781	30.105694	24.775510204081638	1.1685393258426966	COG1
ENSG00000157404	0.4798518565987472	7.066294598982935	7.845158921974354	0.4967841980383887	14.11483	18.367346938775512	2.820224719101124	KIT
ENSG00000182541	0.7017462984593309	9.388280174725434	4.021880383033205	0.5043309465256974	32.817272	24.857142857142858	1.5168539325842696	LIMK2
ENSG00000126870	0.6849540542968183	9.254347278886312	4.339174254010525	0.4994990669941556	19.404345	24.244897959183675	1.8314606741573036	DYNC2I1
ENSG00000141570	0.2807197118911759	4.492289783246978	11.611021680559451	0.4937039710239687	2.4287846	5.0	1.752808988764045	CBX8
ENSG00000169696	0.6977307397457814	9.602323678775264	4.2067042426007895	0.4936400308182367	14.4409895	24.6530612244898	1.6292134831460674	ASPSCR1
ENSG00000088035	0.4890189844569316	6.908842851618239	7.200761832604621	0.4863146448287301	4.5833106	16.591836734693878	2.1235955056179776	ALG6
ENSG00000196427	0.0127857851552173	0.3919050556508308	30.217752189809527	0.5059876027841316	0.09872219	0.1632653061224489	2.9887640449438204	NBPF4
ENSG00000128973	0.6175385369704534	8.706466690427908	5.453400880717792	0.5058515213171965	17.303215	24.693877551020407	2.359550561797753	CLN6
ENSG00000140443	0.8032359261336889	9.683654055676014	2.39162968482642	0.5062010460003106	15.237893	23.612244897959183	0.8202247191011236	IGF1R
ENSG00000108823	0.3938909557191873	6.054384399420026	9.313480539833105	0.4942466997803318	30.762959	14.36734693877551	2.415730337078652	SGCA
ENSG00000163634	0.8224148234861663	10.52719971638307	2.2519385515626285	0.4978872247266515	48.44313	25.0	1.2584269662921348	THOC7
ENSG00000175766	0.0525400697925935	1.4116407014919037	24.387682621128956	0.4996833555860736	0.77468926	2.2857142857142856	2.9775280898876404	EIF4E1B
ENSG00000183426	0.8184852782102677	10.360514617254715	2.248647979832548	0.5000490142169774	22.589306	24.3265306122449	0.9887640449438202	NPIPA1
ENSG00000146147	0.1133921481036927	2.326528429975812	17.9325928412495	0.5002919368318552	5.9069715	3.4693877551020407	2.7865168539325844	MLIP
ENSG00000243789	0.6794592653573077	9.647528870728651	4.512635681653942	0.5017427830954698	24.892635	24.693877551020407	1.7865168539325842	JMJD7
ENSG00000143226	0.4564242886976833	6.872215283345616	8.108393052576554	0.4908352705975997	21.309687	17.081632653061224	2.49438202247191	FCGR2A
ENSG00000204390	0.2830929027735261	4.700854734554748	11.953160669855404	0.501223676914094	6.1603694	10.10204081632653	2.898876404494382	HSPA1L
ENSG00000066654	0.639727347811694	9.095577844227506	5.067966682481058	0.499912170229021	18.614727	24.22448979591837	1.9101123595505616	THUMPD1
ENSG00000084623	0.8436601207754295	11.818587430309409	2.219098434805437	0.5007418414178602	150.77907	25.0	0.9550561797752808	EIF3I
ENSG00000166797	0.7054410941191465	9.273439899950418	3.873708911000417	0.5064106627080442	17.654722	24.755102040816325	1.7303370786516854	CIAO2A
ENSG00000080371	0.7772875921726968	9.819767505191711	2.701628017987089	0.4957015824947818	12.052503	24.26530612244898	1.1910112359550562	RAB21
ENSG00000203880	0.7287206911602452	9.79967700688977	3.645139487919825	0.504754460076491	26.814014	24.714285714285715	1.4831460674157304	PCMTD2
ENSG00000079616	0.6327975332291716	8.813267205950714	5.224150282544829	0.505587355111699	15.4138975	24.306122448979597	2.1797752808988764	KIF22
ENSG00000243716	0.8121156972504252	10.097145433469564	2.298590832999242	0.5070063829700594	13.669298	24.081632653061224	0.9887640449438202	NPIPB5
ENSG00000171659	0.5271570069938136	7.170472271049193	6.476264083380554	0.5018141767504222	6.459625	13.26530612244898	1.4831460674157304	GPR34
ENSG00000034533	0.4441500719733699	6.623982377413308	8.20892710552811	0.5124870109175587	4.5139756	16.775510204081634	2.49438202247191	ASTE1
ENSG00000168918	0.5407087436615963	8.051008355247413	6.9514068589853615	0.4961490300929371	16.786749	20.918367346938776	2.460674157303371	INPP5D
ENSG00000100427	0.2335000467154621	3.8726737742283146	12.718483830684375	0.4957035189553053	34.533604	8.510204081632653	2.943820224719101	MLC1
ENSG00000077312	0.8573574615180156	11.251135524126015	1.8211052457254329	0.492259170432861	63.474754	25.0	0.9887640449438202	SNRPA
ENSG00000102978	0.7843033367427433	10.393496161867024	2.9402038896451352	0.495669329420221	50.761116	25.0	1.303370786516854	POLR2C
ENSG00000068903	0.6308939614961854	9.627789168522812	5.590777121807099	0.4911660490222863	67.3637	25.0	2.707865168539326	SIRT2
ENSG00000117266	0.7099550100136944	9.387088235597426	3.8288529869645354	0.5062852807124172	30.810198	23.306122448979597	1.5617977528089888	CDK18
ENSG00000131115	0.5633252619171146	7.859602265213158	6.099667501031489	0.5089191130702849	6.3428597	20.755102040816325	2.134831460674157	ZNF227
ENSG00000164587	0.8709260148722661	13.303730235749908	1.9165999664875608	0.4955370021661481	498.38446	25.0	0.9101123595505618	RPS14
ENSG00000167862	0.6869929617920228	9.50875438299995	4.3236539779618175	0.5040797853141957	28.65816	24.959183673469383	1.9213483146067416	MRPL58
ENSG00000130414	0.6657022078520197	9.253041353494863	4.570756845295239	0.5125558603511404	36.79053	25.0	2.056179775280899	NDUFA10
ENSG00000140463	0.658005221830676	9.112427528182195	4.67963696206457	0.5155530568331002	14.846989	24.142857142857142	1.7752808988764044	BBS4
ENSG00000012223	0.2569269056773744	4.157838943288412	12.128213132348211	0.4949656840996821	69.17496	8.142857142857142	2.820224719101124	LTF
ENSG00000112078	0.7377078056989924	10.546553733099165	3.8602720026197055	0.495508857101886	27.631626	24.959183673469383	1.4157303370786516	KCTD20
ENSG00000175311	0.0613457485624062	1.5192374335864438	23.641335797732584	0.4812453024329391	0.94528097	1.4489795918367347	2.629213483146068	ANKS4B
ENSG00000187475	0.0136037621488653	0.4172340608613104	31.17079991300848	0.4996072095459232	0.10563846	0.1428571428571428	2.966292134831461	H1-6
ENSG00000155256	0.7444187613869099	10.252444008233896	3.565682357013975	0.4836885506167996	32.106026	24.93877551020408	1.4831460674157304	ZFYVE27
ENSG00000065427	0.8938713869392838	11.730984613108047	1.4217841165032463	0.4955048204696289	65.852455	25.0	0.5955056179775281	KARS1
ENSG00000111679	0.5251028982344529	7.589455564653819	6.916694789906034	0.5028850937715399	27.520483	20.081632653061224	2.426966292134832	PTPN6
ENSG00000143627	0.0624972672845904	1.6263912495888868	23.59305022720296	0.4905886937330925	1.6694553	2.0	2.831460674157303	PKLR
ENSG00000004975	0.8785371306200317	11.233182914754703	1.500368923725186	0.5042542607949809	30.200352	24.857142857142858	0.3258426966292135	DVL2
ENSG00000106066	0.5055919659295094	7.397607263662201	7.333794832010162	0.4964910807589902	14.087272	18.918367346938776	2.561797752808989	CPVL
ENSG00000090861	0.7450026466468334	10.625792473917414	3.6963750342177057	0.5060257076896034	86.185875	24.959183673469383	1.7078651685393258	AARS1
ENSG00000171564	0.0561996464181719	1.4807919678935266	24.766134610605693	0.4917154539145676	203.92287	1.9795918367346936	2.932584269662921	FGB
ENSG00000068354	0.6982478826028221	9.450080872275963	4.077052282910507	0.5031498685829989	13.284861	24.142857142857142	1.595505617977528	TBC1D25
ENSG00000162695	0.5626609146200227	8.016061758787258	6.389723666086957	0.4997193743427088	7.4769998	19.142857142857142	2.02247191011236	SLC30A7
ENSG00000182253	0.581720181536241	8.628736513665817	6.185410881622056	0.4925923819497301	130.94608	23.3265306122449	2.741573033707865	SYNM
ENSG00000197641	0.0676550007540555	1.5900416507469757	22.355125683596413	0.4992486894585631	10.456608	2.2448979591836733	2.9101123595505616	SERPINB13
ENSG00000079931	0.3719915610894704	5.886845185059416	9.776416851850945	0.4944171204581187	9.332445	13.89795918367347	2.730337078651685	MOXD1
ENSG00000149609	0.0240135744179775	0.6784259930127826	27.720191973066417	0.4969304632580155	1.9216383	0.5306122448979592	2.943820224719101	C20orf144
ENSG00000129518	0.79778820464101	10.658364155388186	2.7609388850165253	0.5033188036673518	35.20843	24.959183673469383	1.3258426966292134	EAPP
ENSG00000163848	0.7493240815354022	9.834933335612908	3.296145357026853	0.4987926127708256	7.912793	22.367346938775512	1.3820224719101124	ZNF148
ENSG00000164574	0.6714584800258377	8.652047428666366	4.335752799880158	0.4965436505950905	10.627893	22.346938775510203	1.651685393258427	GALNT10
ENSG00000103111	0.6756717629312164	9.337430998778435	4.484330101135636	0.5048775730531476	16.370653	24.79591836734694	1.7303370786516854	MON1B
ENSG00000100320	0.6967963801556706	9.954483886907331	4.164809823741632	0.5040884936815139	48.463856	24.448979591836736	1.449438202247191	RBFOX2
ENSG00000118007	0.8548736288622839	9.339203330062997	1.6398248767967414	0.5037949642052951	11.446765	21.51020408163265	0.6179775280898876	STAG1
ENSG00000129003	0.5797255960720528	8.364638165095021	5.893527508865404	0.494486620386144	11.848473	22.857142857142858	2.02247191011236	VPS13C
ENSG00000086712	0.6615698973183802	8.914485792451536	4.600706462969118	0.4999800067160045	14.235504	23.40816326530612	2.056179775280899	TXLNG
ENSG00000122257	0.6809713595130724	9.544734039763153	4.59834451382713	0.5030088480473047	21.70733	24.46938775510204	1.9550561797752808	RBBP6
ENSG00000137337	0.8251606904391482	10.533601100908571	2.290046550749141	0.4961095031924634	17.947529	23.693877551020407	0.8202247191011236	MDC1
ENSG00000159314	0.5378835990145077	8.13973398033305	7.051435051681317	0.497616379951694	20.176548	22.755102040816325	2.7865168539325844	ARHGAP27
ENSG00000134812	0.0266295406115285	0.7833025960433012	28.949310640024557	0.4961472406221104	28.96008	0.4897959183673469	2.629213483146068	CBLIF
ENSG00000198668	0.726265866547444	10.828300067250437	4.028153973245062	0.5126296517154758	327.91046	25.0	1.9775280898876404	CALM1
ENSG00000076351	0.4265872520546746	6.446692025594728	8.63699381420225	0.4991362510244735	5.5574613	17.816326530612244	2.696629213483146	SLC46A1
ENSG00000111364	0.7150298261191945	9.287989009590255	3.688327600121368	0.4993441515444737	15.842314	23.877551020408163	1.595505617977528	DDX55
ENSG00000189403	0.8134366635258592	10.94577080250995	2.514237618670899	0.4936889635549333	66.64383	25.0	0.8314606741573034	HMGB1
ENSG00000160447	0.5556162605297439	7.744607462993548	6.37657035575506	0.5083563352035017	11.117431	19.918367346938776	2.292134831460674	PKN3
ENSG00000144648	0.1267152411322445	2.55882064261496	17.136221076666985	0.500117385297076	1.5820514	3.3877551020408165	2.606741573033708	ACKR2
ENSG00000082898	0.8494189001970052	10.790090897507763	1.8418440574627144	0.4954768972034907	33.132282	24.877551020408163	0.7528089887640449	XPO1
ENSG00000102575	0.3822155986626417	5.861362384943128	9.630308665259854	0.5065208552410588	15.295055	14.408163265306122	2.966292134831461	ACP5
ENSG00000156642	0.7762282942614596	10.537562410341955	3.1046115657254494	0.5007052223811637	87.42948	25.0	1.595505617977528	NPTN
